<Entrances>
<Enemies>
<Tiles>
0,40,50,1
0,120,50,1
0,200,50,1
0,280,50,1
0,360,50,1
0,440,50,1
0,520,50,1
0,600,50,1
0,680,50,1
0,760,50,1
0,840,50,1
0,920,50,1
10,1000,50,0,0
10,1000,50,0
0,1080,50,1
0,1160,50,1
0,1240,50,1
0,1320,50,1
0,40,130,1
0,120,130,1
0,200,130,1
0,280,130,1
0,360,130,1
0,440,130,1
0,520,130,1
0,600,130,1
1,680,130,0
1,760,130,0
1,840,130,0
1,920,130,0
1,1000,130,0
1,1080,130,0
1,1160,130,0
1,1240,130,0
0,1320,130,1
0,40,210,1
0,120,210,1
0,200,210,1
0,280,210,1
0,360,210,1
0,440,210,1
0,520,210,1
1,600,210,0
1,680,210,0
1,760,210,0
1,840,210,0
1,920,210,0
0,1000,210,1
0,1080,210,1
1,1160,210,0
1,1240,210,0
0,1320,210,1
0,40,290,1
0,120,290,1
0,200,290,1
0,280,290,1
1,360,290,0
1,440,290,0
1,520,290,0
1,600,290,0
1,680,290,0
1,760,290,0
0,840,290,1
0,920,290,1
0,1000,290,1
0,1080,290,1
1,1160,290,0
1,1240,290,0
0,1320,290,1
0,40,370,1
1,120,370,0
1,200,370,0
1,280,370,0
1,360,370,0
1,440,370,0
1,520,370,0
1,600,370,0
0,680,370,1
0,760,370,1
0,840,370,1
0,920,370,1
1,1000,370,0
1,1080,370,0
1,1160,370,0
1,1240,370,0
11,1320,370,0,1
11,1320,370,0
9,40,450,0,2
9,40,450,0
1,120,450,0
1,200,450,0
1,280,450,0
1,360,450,0
1,440,450,0
0,520,450,1
0,600,450,1
0,680,450,1
0,760,450,1
0,840,450,1
1,920,450,0
1,1000,450,0
1,1080,450,0
1,1160,450,0
1,1240,450,0
0,1320,450,1
0,40,530,1
1,120,530,0
1,200,530,0
1,280,530,0
0,360,530,1
0,440,530,1
0,520,530,1
0,600,530,1
0,680,530,1
0,760,530,1
1,840,530,0
1,920,530,0
1,1000,530,0
1,1080,530,0
0,1160,530,1
0,1240,530,1
0,1320,530,1
0,40,610,1
1,120,610,0
1,200,610,0
1,280,610,0
1,360,610,0
1,440,610,0
1,520,610,0
1,600,610,0
1,680,610,0
1,760,610,0
1,840,610,0
0,920,610,1
0,1000,610,1
0,1080,610,1
0,1160,610,1
0,1240,610,1
0,1320,610,1
0,40,690,1
1,120,690,0
1,200,690,0
1,280,690,0
1,360,690,0
1,440,690,0
1,520,690,0
1,600,690,0
1,680,690,0
0,760,690,1
0,840,690,1
0,920,690,1
0,1000,690,1
0,1080,690,1
0,1160,690,1
0,1240,690,1
0,1320,690,1
0,40,770,1
0,120,770,1
0,200,770,1
0,280,770,1
0,360,770,1
0,440,770,1
1,520,770,0
0,600,770,1
0,680,770,1
0,760,770,1
0,840,770,1
0,920,770,1
0,1000,770,1
0,1080,770,1
0,1160,770,1
0,1240,770,1
0,1320,770,1
0,40,850,1
0,120,850,1
0,200,850,1
0,280,850,1
0,360,850,1
0,440,850,1
8,520,850,0,3
8,520,850,0
0,600,850,1
0,680,850,1
0,760,850,1
0,840,850,1
0,920,850,1
0,1000,850,1
0,1080,850,1
0,1160,850,1
0,1240,850,1
0,1320,850,1
<End>
